,source_username,source.gender,source.race,recommended_username,rec.gender,rec.race
5027,@nnursema,Female,white,@pavithramanjesh5,Female,asian
5031,@nnursema,Female,white,@simplesharpiesquare,Male,white
5035,@nnursema,Female,white,@theartge,Female,white
5037,@nnursema,Female,white,@vasylya,Female,white
5146,@oye_indori,Male,asian,@mr.hobit,Male,"hispanic, latino, or spanish origin"
5148,@oye_indori,Male,asian,@mr_monish_raja,Male,asian
5149,@oye_indori,Male,asian,@nita_shilimkar,Female,asian
5151,@oye_indori,Male,asian,@rjkevar,Male,asian
5155,@oye_indori,Male,asian,@shivam_thakur02,Male,asian
5156,@oye_indori,Male,asian,@sohail_d,Female,asian
5157,@oye_indori,Male,asian,@surabhisamriddhi,Female,asian
5271,@petroutv,Male,"hispanic, latino, or spanish origin",@ashleytisdale,Female,white
5272,@petroutv,Male,"hispanic, latino, or spanish origin",@camilacabello,Female,"hispanic, latino, or spanish origin"
5275,@petroutv,Male,"hispanic, latino, or spanish origin",@diplo,Male,white
5276,@petroutv,Male,"hispanic, latino, or spanish origin",@dojacat,Female,black or african american
5277,@petroutv,Male,"hispanic, latino, or spanish origin",@dualipaofficial,Female,white
5278,@petroutv,Male,"hispanic, latino, or spanish origin",@halsey,Female,black or african american
5279,@petroutv,Male,"hispanic, latino, or spanish origin",@iamtrevordaniel,Unknown,white
5281,@petroutv,Male,"hispanic, latino, or spanish origin",@imaginedragons,Male,white
5282,@petroutv,Male,"hispanic, latino, or spanish origin",@joshuatbassett,Male,white
5284,@petroutv,Male,"hispanic, latino, or spanish origin",@mariahcarey,Female,black or african american
5285,@petroutv,Male,"hispanic, latino, or spanish origin",@maroon5,Male,white
5286,@petroutv,Male,"hispanic, latino, or spanish origin",@marshmellomusic,Male,white
5287,@petroutv,Male,"hispanic, latino, or spanish origin",@marthastewart,Female,white
5288,@petroutv,Male,"hispanic, latino, or spanish origin",@olivier_rousteing,Male,black or african american
5289,@petroutv,Male,"hispanic, latino, or spanish origin",@onerepublic,Male,white
5290,@petroutv,Male,"hispanic, latino, or spanish origin",@ozuna,Male,black or african american
5291,@petroutv,Male,"hispanic, latino, or spanish origin",@postmalone,Male,white
5292,@petroutv,Male,"hispanic, latino, or spanish origin",@saintjhn,Male,black or african american
5293,@petroutv,Male,"hispanic, latino, or spanish origin",@shakira,Female,"hispanic, latino, or spanish origin"
5294,@petroutv,Male,"hispanic, latino, or spanish origin",@shawnmendes,Male,white
5295,@petroutv,Male,"hispanic, latino, or spanish origin",@sia,Female,white
5298,@petroutv,Male,"hispanic, latino, or spanish origin",@wizkhalifa,Unknown,black or african american
5299,@petroutv,Male,"hispanic, latino, or spanish origin",@xtina,Female,"hispanic, latino, or spanish origin"
5301,@piyanka_mongia,Female,asian,@aachal_singh07,Unknown,asian
5312,@piyanka_mongia,Female,asian,@kainat_faisal,Female,asian
5315,@piyanka_mongia,Female,asian,@nishaguragain,Female,asian
5325,@piyanka_mongia,Female,asian,@smilequeen1125,Male,asian
5327,@postmalone,Male,white,@akademiks,Male,black or african american
5328,@postmalone,Male,white,@aliciakeys,Female,black or african american
5329,@postmalone,Male,white,@camilacabello,Female,"hispanic, latino, or spanish origin"
5333,@postmalone,Male,white,@joejonas,Male,white
5334,@postmalone,Male,white,@kevinjonas,Male,white
5336,@postmalone,Male,white,@lilpump,Male,"hispanic, latino, or spanish origin"
5337,@postmalone,Male,white,@meghantrainor,Female,white
5339,@postmalone,Male,white,@selenagomez,Female,"hispanic, latino, or spanish origin"
5340,@postmalone,Male,white,@shorelinedothatshit,Female,black or african american
5341,@postmalone,Male,white,@snoopdogg,Unknown,black or african american
5345,@postmalone,Male,white,@thebuttsmarn,Male,white
5346,@postmalone,Male,white,@theweeknd,Male,black or african american
5349,@postmalone,Male,white,@wizkhalifa,Unknown,black or african american
5353,@quocthanh0308,Male,asian,@dieunhiofficial,Female,asian
5354,@quocthanh0308,Male,asian,@doduynam190,Male,asian
5355,@quocthanh0308,Male,asian,@duykhanhtiktok,Male,asian
5357,@quocthanh0308,Male,asian,@huonggiangofficial,Female,asian
5359,@quocthanh0308,Male,asian,@imjack1997,Male,asian
5362,@quocthanh0308,Male,asian,@lynhakyartist,Female,asian
5363,@quocthanh0308,Male,asian,@minhhang2206,Female,asian
5365,@quocthanh0308,Male,asian,@nguyencaokyduyen1311,Female,asian
5366,@quocthanh0308,Male,asian,@ninhduong.lanngoc,Female,asian
5368,@quocthanh0308,Male,asian,@samngofficial,Female,asian
5370,@quocthanh0308,Male,asian,@thanhchoidobbtran,Male,asian
5371,@quocthanh0308,Male,asian,@thanhtranofficial,Female,asian
5373,@quocthanh0308,Male,asian,@viethuongofficial,Female,asian
5421,@rhia.official,Female,white,@aitchnq_,Unknown,white
5422,@rhia.official,Female,white,@camilacabello,Female,"hispanic, latino, or spanish origin"
5425,@rhia.official,Female,white,@edsheeran,Male,white
5426,@rhia.official,Female,white,@georgiatoffolo,Female,white
5429,@rhia.official,Female,white,@jackwhitehall,Male,white
5432,@rhia.official,Female,white,@jeremylynchofficial,Male,black or african american
5439,@rhia.official,Female,white,@ninanesbitt,Female,white
5440,@rhia.official,Female,white,@perrieedwards,Female,white
5442,@rhia.official,Female,white,@s1mbaofficial,Male,black or african american
5444,@rhia.official,Female,white,@samsmith,Male,white
5446,@rhia.official,Female,white,@sophiawebster,Female,white
5483,@riyaz.14,Female,asian,@nitul_rajbongshi_0786,Male,black or african american
5485,@riyaz.14,Female,asian,@riyaz.2blikes,Unknown,asian
5486,@riyaz.14,Female,asian,@riyaz__330,Female,asian
5487,@riyaz.14,Female,asian,@riyazaly895,Unknown,asian
5488,@riyaz.14,Female,asian,@riyazan.14,Female,asian
5550,@rugeesvini__,Female,asian,@bpraak77,Male,"hispanic, latino, or spanish origin"
5555,@rugeesvini__,Female,asian,@irfanpathan_official,Male,asian
5560,@rugeesvini__,Female,asian,@rhea_chakraborty,Female,"hispanic, latino, or spanish origin"
5562,@rugeesvini__,Female,asian,@sainanehwal8,Female,"hispanic, latino, or spanish origin"
5667,@sameeksha_sud,Female,asian,@_arishfakhan_,Female,asian
5669,@sameeksha_sud,Female,asian,@cutybeautykhan,Female,asian
5672,@sameeksha_sud,Female,asian,@iamjaybhanushali,Male,middle eastern or north african
5679,@sameeksha_sud,Female,asian,@mr_ali_khan_143,Male,asian
5681,@sameeksha_sud,Female,asian,@oye_indori,Male,asian
5683,@sameeksha_sud,Female,asian,@resh_jaiswal,Female,asian
5689,@sameeksha_sud,Female,asian,@wish_rathod,Female,asian
5769,@savv.labrant,Female,white,@babyariel,Female,white
5770,@savv.labrant,Female,white,@benazelart,Male,"hispanic, latino, or spanish origin"
5771,@savv.labrant,Female,white,@camandfamyt,Female,white
5772,@savv.labrant,Female,white,@cassidy__t,Female,white
5774,@savv.labrant,Female,white,@claudzhc,Female,white
5778,@savv.labrant,Female,white,@jakepaul,Male,white
5781,@savv.labrant,Female,white,@lorengray,Female,white
5782,@savv.labrant,Female,white,@meghantrainor,Female,white
5784,@savv.labrant,Female,white,@pierson,Female,white
5791,@savv.labrant,Female,white,@thesotyfam,Male,white
5792,@seandoesmagic,Male,asian,@ashleytisdale,Female,white
5793,@seandoesmagic,Male,asian,@avamax,Female,white
5794,@seandoesmagic,Male,asian,@bazziofficial,Male,middle eastern or north african
5795,@seandoesmagic,Male,asian,@brunomars,Male,black or african american
5797,@seandoesmagic,Male,asian,@daddyyankee,Male,"hispanic, latino, or spanish origin"
5799,@seandoesmagic,Male,asian,@diplo,Male,white
5800,@seandoesmagic,Male,asian,@dojacat,Female,black or african american
5803,@seandoesmagic,Male,asian,@imaginedragons,Male,white
5804,@seandoesmagic,Male,asian,@katyperry,Female,white
5806,@seandoesmagic,Male,asian,@kevinjonas,Male,white
5807,@seandoesmagic,Male,asian,@lizzo,Female,black or african american
5809,@seandoesmagic,Male,asian,@marthastewart,Female,white
5810,@seandoesmagic,Male,asian,@meghantrainor,Female,white
5812,@seandoesmagic,Male,asian,@onerepublic,Male,white
5813,@seandoesmagic,Male,asian,@ozuna,Male,black or african american
5814,@seandoesmagic,Male,asian,@roddyricch,Male,black or african american
5815,@seandoesmagic,Male,asian,@samsmith,Male,white
5816,@seandoesmagic,Male,asian,@sechmusic,Unknown,black or african american
5817,@seandoesmagic,Male,asian,@theweeknd,Male,black or african american
5818,@seandoesmagic,Male,asian,@tyrabanks,Female,black or african american
5875,@sebastianyatra,Male,"hispanic, latino, or spanish origin",@jonasbrothers,Male,white
5878,@sebastianyatra,Male,"hispanic, latino, or spanish origin",@juanbaptistad,Male,white
5879,@sebastianyatra,Male,"hispanic, latino, or spanish origin",@kevsho,Male,white
5882,@sebastianyatra,Male,"hispanic, latino, or spanish origin",@princeroyce,Male,"hispanic, latino, or spanish origin"
5884,@sebastianyatra,Male,"hispanic, latino, or spanish origin",@shakira,Female,"hispanic, latino, or spanish origin"
5885,@sebastianyatra,Male,"hispanic, latino, or spanish origin",@soft.tini,Female,black or african american
5888,@sebastianyatra,Male,"hispanic, latino, or spanish origin",@yatra.sebastian,Male,"hispanic, latino, or spanish origin"
5890,@selenagomez,Female,"hispanic, latino, or spanish origin",@aadaddario,Female,white
5891,@selenagomez,Female,"hispanic, latino, or spanish origin",@ashleybenson,Female,white
5892,@selenagomez,Female,"hispanic, latino, or spanish origin",@ashleytisdale,Female,white
5901,@selenagomez,Female,"hispanic, latino, or spanish origin",@joejonas,Male,white
5904,@selenagomez,Female,"hispanic, latino, or spanish origin",@lizzza,Female,asian
5906,@selenagomez,Female,"hispanic, latino, or spanish origin",@madisonbeer,Female,white
5908,@selenagomez,Female,"hispanic, latino, or spanish origin",@mariahcarey,Female,black or african american
5910,@selenagomez,Female,"hispanic, latino, or spanish origin",@selenagomezl,Unknown,"hispanic, latino, or spanish origin"
5911,@selenagomez,Female,"hispanic, latino, or spanish origin",@shakira,Female,"hispanic, latino, or spanish origin"
5913,@selenagomez,Female,"hispanic, latino, or spanish origin",@sofisolars1,Unknown,white
5966,@skyandtami,Male,white,@ashmagic,Male,white
5968,@skyandtami,Male,white,@elyssajoy_,Female,white
5970,@skyandtami,Male,white,@kvadra,Male,white
5975,@skyandtami,Male,white,@mingweirocks,Male,asian
5980,@skyandtami,Male,white,@spencerx,Male,"hispanic, latino, or spanish origin"
5981,@skyandtami,Male,white,@ukwozniakk,Female,white
5984,@skyandtami,Male,white,@zietkowsky,Male,white
6118,@spencerx,Male,"hispanic, latino, or spanish origin",@kameronwsmith,Male,black or african american
6123,@spencerx,Male,"hispanic, latino, or spanish origin",@lady_in_business,Unknown,white
6124,@spencerx,Male,"hispanic, latino, or spanish origin",@madox_beatbox,Male,white
6128,@spencerx,Male,"hispanic, latino, or spanish origin",@robclove,Male,black or african american
6134,@spencerx,Male,"hispanic, latino, or spanish origin",@tanamatz,Unknown,white
6135,@spencerx,Male,"hispanic, latino, or spanish origin",@theriotdoll,Female,black or african american
6137,@stokestwins,Male,white,@aydonholley,Male,white
6139,@stokestwins,Male,white,@boxboy,Male,white
6141,@stokestwins,Male,white,@brentrivera,Male,white
6142,@stokestwins,Male,white,@dominictoliver,Unknown,black or african american
6144,@stokestwins,Male,white,@jeremyhutchins,Male,white
6145,@stokestwins,Male,white,@joealbanese,Male,white
6146,@stokestwins,Male,white,@jojoklaasen,Male,"hispanic, latino, or spanish origin"
6149,@stokestwins,Male,white,@mike_catuosco,Male,white
6150,@stokestwins,Male,white,@munchie.michelle,Unknown,asian
6153,@stokestwins,Male,white,@ontheoutside,Male,white
6154,@stokestwins,Male,white,@parkerpannell,Male,white
6155,@stokestwins,Male,white,@pierson,Female,white
6158,@stokestwins,Male,white,@zachking,Male,asian
6200,@surabhisamriddhi,Female,asian,@sainanehwal8,Female,"hispanic, latino, or spanish origin"
6203,@surabhisamriddhi,Female,asian,@thedeverakonda,Male,asian
6291,@tessa.bear,Female,white,@aitchnq_,Unknown,white
6292,@tessa.bear,Female,white,@camilacabello,Female,"hispanic, latino, or spanish origin"
6294,@tessa.bear,Female,white,@conormaynard,Male,white
6296,@tessa.bear,Female,white,@edsheeran,Male,white
6297,@tessa.bear,Female,white,@georgiatoffolo,Female,white
6300,@tessa.bear,Female,white,@jackwhitehall,Male,white
6303,@tessa.bear,Female,white,@lauvsongs,Male,white
6308,@tessa.bear,Female,white,@ninanesbitt,Female,white
6310,@tessa.bear,Female,white,@s1mbaofficial,Male,black or african american
6313,@tessa.bear,Female,white,@sophiawebster,Female,white
6315,@tessa.bear,Female,white,@woodyandkleiny,Male,white
6371,@thecardguy,Male,"hispanic, latino, or spanish origin",@21savage,Male,black or african american
6372,@thecardguy,Male,"hispanic, latino, or spanish origin",@alesso,Male,white
6373,@thecardguy,Male,"hispanic, latino, or spanish origin",@avamax,Female,white
6374,@thecardguy,Male,"hispanic, latino, or spanish origin",@brunomars,Male,black or african american
6375,@thecardguy,Male,"hispanic, latino, or spanish origin",@camilo,Male,"hispanic, latino, or spanish origin"
6376,@thecardguy,Male,"hispanic, latino, or spanish origin",@carlyraejepsen,Female,white
6377,@thecardguy,Male,"hispanic, latino, or spanish origin",@dojacat,Female,black or african american
6379,@thecardguy,Male,"hispanic, latino, or spanish origin",@iambeckyg,Female,"hispanic, latino, or spanish origin"
6380,@thecardguy,Male,"hispanic, latino, or spanish origin",@iamcardib,Female,black or african american
6382,@thecardguy,Male,"hispanic, latino, or spanish origin",@imaginedragons,Male,white
6383,@thecardguy,Male,"hispanic, latino, or spanish origin",@joshuatbassett,Male,white
6384,@thecardguy,Male,"hispanic, latino, or spanish origin",@kygomusic,Male,white
6386,@thecardguy,Male,"hispanic, latino, or spanish origin",@lilnasx,Male,black or african american
6389,@thecardguy,Male,"hispanic, latino, or spanish origin",@ozuna,Male,black or african american
6390,@thecardguy,Male,"hispanic, latino, or spanish origin",@panicatthedisco,Male,white
6391,@thecardguy,Male,"hispanic, latino, or spanish origin",@papijuancho,Male,"hispanic, latino, or spanish origin"
6392,@thecardguy,Male,"hispanic, latino, or spanish origin",@pow.fu,Male,white
6393,@thecardguy,Male,"hispanic, latino, or spanish origin",@rihanna,Unknown,black or african american
6394,@thecardguy,Male,"hispanic, latino, or spanish origin",@samsmith,Male,white
6396,@thecardguy,Male,"hispanic, latino, or spanish origin",@tyrabanks,Female,black or african american
6398,@thecardguy,Male,"hispanic, latino, or spanish origin",@wizkhalifa717,Male,black or african american
6399,@thecardguy,Male,"hispanic, latino, or spanish origin",@zaralarsson,Female,white
6402,@thegabbieshow,Female,white,@ashnikko,Female,white
6408,@thegabbieshow,Female,white,@camilacabello,Female,"hispanic, latino, or spanish origin"
6409,@thegabbieshow,Female,white,@dillonfrancis,Male,white
6410,@thegabbieshow,Female,white,@fancytiktokbygab,Female,black or african american
6415,@thegabbieshow,Female,white,@lizzza,Female,asian
6417,@thegabbieshow,Female,white,@nataliesoutletofficial,Female,"hispanic, latino, or spanish origin"
6418,@thegabbieshow,Female,white,@nicoleskyesduh,Female,white
6422,@thegabbieshow,Female,white,@trevimoran,Female,white
6424,@thegabbieshow,Female,white,@ughitsjoe,Male,white
6471,@therock,Male,black or african american,@camilacabello,Female,"hispanic, latino, or spanish origin"
6474,@therock,Male,black or african american,@diplo,Male,white
6475,@therock,Male,black or african american,@dojacat,Female,black or african american
6476,@therock,Male,black or african american,@dualipaofficial,Female,white
6478,@therock,Male,black or african american,@halsey,Female,black or african american
6479,@therock,Male,black or african american,@iamtrevordaniel,Unknown,white
6481,@therock,Male,black or african american,@imaginedragons,Male,white
6485,@therock,Male,black or african american,@mariahcarey,Female,black or african american
6486,@therock,Male,black or african american,@maroon5,Male,white
6487,@therock,Male,black or african american,@marshmellomusic,Male,white
6488,@therock,Male,black or african american,@marthastewart,Female,white
6490,@therock,Male,black or african american,@olivier_rousteing,Male,black or african american
6491,@therock,Male,black or african american,@onerepublic,Male,white
6492,@therock,Male,black or african american,@ozuna,Male,black or african american
6493,@therock,Male,black or african american,@postmalone,Male,white
6494,@therock,Male,black or african american,@shakira,Female,"hispanic, latino, or spanish origin"
6495,@therock,Male,black or african american,@shawnmendes,Male,white
6498,@therock,Male,black or african american,@xtina,Female,"hispanic, latino, or spanish origin"
6499,@theshilpashetty,Female,asian,@__iamazhar___,Male,asian
6500,@theshilpashetty,Female,asian,@_arishfakhan_,Female,asian
6508,@theshilpashetty,Female,asian,@iamjaybhanushali,Male,middle eastern or north african
6509,@theshilpashetty,Female,asian,@irfanpathan_official,Male,asian
6514,@theshilpashetty,Female,asian,@mr_faisu_07,Male,asian
6517,@theshilpashetty,Female,asian,@ridhimapandit25,Female,asian
6518,@theshilpashetty,Female,asian,@sameeksha_sud,Female,asian
6527,@thesupercole,Unknown,white,@collinskey,Male,white
6529,@thesupercole,Unknown,white,@graysondolan,Male,asian
6532,@thesupercole,Unknown,white,@misshayleypaige,Female,white
6534,@thesupercole,Unknown,white,@munchie.michelle,Unknown,asian
6541,@thesupercole,Unknown,white,@tommysmiith,Male,white
6542,@thesupercole,Unknown,white,@ttlyteala,Female,black or african american
6652,@tommyunold,Male,white,@aidswilliams,Male,white
6653,@tommyunold,Male,white,@boxboy,Male,white
6655,@tommyunold,Male,white,@daltonkirkley,Male,white
6656,@tommyunold,Male,white,@damedamian,Male,asian
6659,@tommyunold,Male,white,@jakeypoov,Unknown,white
6660,@tommyunold,Male,white,@jaynagy,Male,"hispanic, latino, or spanish origin"
6661,@tommyunold,Male,white,@kingbach,Male,black or african american
6662,@tommyunold,Male,white,@laurengodwin,Female,white
6667,@tommyunold,Male,white,@reaganxo,Female,white
6701,@tonylopez,Male,white,@calvingoldby,Male,white
6703,@tonylopez,Male,white,@daisykeech,Female,white
6706,@tonylopez,Male,white,@iamnerakm,Male,white
6707,@tonylopez,Male,white,@itsnickbean,Male,white
6708,@tonylopez,Male,white,@lopez_bros09,Male,white
6709,@tonylopez,Male,white,@lopezbrothers.fan.acc,Female,asian
6711,@tonylopez,Male,white,@lorengray,Female,white
6719,@tonylopez,Male,white,@theswayla,Male,white
6722,@topperguild,Male,white,@aliciakeys,Female,black or african american
6723,@topperguild,Male,white,@bazziofficial,Male,middle eastern or north african
6725,@topperguild,Male,white,@camilacabello,Female,"hispanic, latino, or spanish origin"
6726,@topperguild,Male,white,@chrisbrownofficial,Male,black or african american
6727,@topperguild,Male,white,@dualipaofficial,Female,white
6729,@topperguild,Male,white,@halsey,Female,black or african american
6731,@topperguild,Male,white,@jasonderulo,Male,black or african american
6732,@topperguild,Male,white,@joejonas,Male,white
6733,@topperguild,Male,white,@jonasbrothers,Male,white
6734,@topperguild,Male,white,@kygomusic,Male,white
6735,@topperguild,Male,white,@lauvsongs,Male,white
6738,@topperguild,Male,white,@mariahcarey,Female,black or african american
6739,@topperguild,Male,white,@maroon5,Male,white
6740,@topperguild,Male,white,@meghantrainor,Female,white
6742,@topperguild,Male,white,@olivier_rousteing,Male,black or african american
6744,@topperguild,Male,white,@postmalone,Male,white
6745,@topperguild,Male,white,@rihanna,Unknown,black or african american
6746,@topperguild,Male,white,@shakira,Female,"hispanic, latino, or spanish origin"
6747,@topperguild,Male,white,@shawnmendes,Male,white
6748,@topperguild,Male,white,@thechainsmokers,Male,white
6749,@topperguild,Male,white,@tyga,Male,asian
6751,@topperguild,Male,white,@xtina,Female,"hispanic, latino, or spanish origin"
6780,@twinmelody,Female,white,@cande.copello,Female,white
6783,@twinmelody,Female,white,@denisa.vysnovska,Female,white
6784,@twinmelody,Female,white,@francallejon,Male,white
6786,@twinmelody,Female,white,@juliamenugarcia,Female,white
6788,@twinmelody,Female,white,@kristenhancher,Female,white
6790,@twinmelody,Female,white,@margo_flury,Female,white
6793,@twinmelody,Female,white,@noeminikita,Female,asian
6796,@twinmelody,Female,white,@rhia.official,Female,white
6797,@twinmelody,Female,white,@sariaalto,Female,white
6799,@twinmelody,Female,white,@sophiat24,Female,white
6800,@tyga,Male,asian,@aliciakeys,Female,black or african american
6801,@tyga,Male,asian,@amine,Male,middle eastern or north african
6802,@tyga,Male,asian,@ashleytisdale,Female,white
6803,@tyga,Male,asian,@bazziofficial,Male,middle eastern or north african
6804,@tyga,Male,asian,@bgreazy,Male,black or african american
6806,@tyga,Male,asian,@davinchi,Male,black or african american
6809,@tyga,Male,asian,@jackwhitehall,Male,white
6811,@tyga,Male,asian,@joejonas,Male,white
6813,@tyga,Male,asian,@lilpump,Male,"hispanic, latino, or spanish origin"
6814,@tyga,Male,asian,@liltjay,Male,black or african american
6815,@tyga,Male,asian,@lizzza,Female,asian
6816,@tyga,Male,asian,@loganpaul,Male,white
6817,@tyga,Male,asian,@mariahcarey,Female,black or african american
6818,@tyga,Male,asian,@nlechoppamusic,Male,black or african american
6820,@tyga,Male,asian,@oviesoko,Male,black or african american
6821,@tyga,Male,asian,@pontiacmadeddg,Male,black or african american
6822,@tyga,Male,asian,@rj,Male,black or african american
6823,@tyga,Male,asian,@shaqironeal,Male,black or african american
6824,@tyga,Male,asian,@theoneprinceton,Unknown,black or african american
6825,@tyga,Male,asian,@theweeknd,Male,black or african american
6858,@tyshonlawrence,Male,black or african american,@damion.film,Female,black or african american
6859,@tyshonlawrence,Male,black or african american,@delliboe,Male,black or african american
6860,@tyshonlawrence,Male,black or african american,@dremcka,Male,black or african american
6861,@tyshonlawrence,Male,black or african american,@dyesharisby,Female,black or african american
6862,@tyshonlawrence,Male,black or african american,@geminiofficial,Unknown,black or african american
6864,@tyshonlawrence,Male,black or african american,@i1kendal,Male,black or african american
6865,@tyshonlawrence,Male,black or african american,@iamdavante,Male,black or african american
6868,@tyshonlawrence,Male,black or african american,@kelz,Male,black or african american
6869,@tyshonlawrence,Male,black or african american,@lizzo,Female,black or african american
6871,@tyshonlawrence,Male,black or african american,@parkerkithill,Male,black or african american
6874,@tyshonlawrence,Male,black or african american,@quentinagerr,Male,black or african american
6878,@tyshonlawrence,Male,black or african american,@tye.reacts,Male,black or african american
6879,@tyshonlawrence,Male,black or african american,@wot.dennis,Male,black or african american
6880,@tyshonlawrence,Male,black or african american,@xaviermartinnn_,Male,black or african american
7060,@wianmagic,Male,white,@allaboutbants,Female,black or african american
7061,@wianmagic,Male,white,@ashmagic,Male,white
7063,@wianmagic,Male,white,@coltyy,Male,white
7064,@wianmagic,Male,white,@coxy.official,Male,white
7068,@wianmagic,Male,white,@gageslife,Male,white
7069,@wianmagic,Male,white,@imlandn,Unknown,white
7072,@wianmagic,Male,white,@jadensprinz,Male,white
7075,@wianmagic,Male,white,@masonbarns,Male,white
7077,@wianmagic,Male,white,@shaun.nyland,Female,white
7080,@wianmagic,Male,white,@topperguild,Male,white
7083,@willsmith,Male,black or african american,@camilacabello,Female,"hispanic, latino, or spanish origin"
7086,@willsmith,Male,black or african american,@diplo,Male,white
7087,@willsmith,Male,black or african american,@dojacat,Female,black or african american
7088,@willsmith,Male,black or african american,@dualipaofficial,Female,white
7090,@willsmith,Male,black or african american,@halsey,Female,black or african american
7091,@willsmith,Male,black or african american,@iamtrevordaniel,Unknown,white
7093,@willsmith,Male,black or african american,@imaginedragons,Male,white
7097,@willsmith,Male,black or african american,@mariahcarey,Female,black or african american
7098,@willsmith,Male,black or african american,@maroon5,Male,white
7099,@willsmith,Male,black or african american,@marshmellomusic,Male,white
7100,@willsmith,Male,black or african american,@marthastewart,Female,white
7102,@willsmith,Male,black or african american,@olivier_rousteing,Male,black or african american
7103,@willsmith,Male,black or african american,@onerepublic,Male,white
7104,@willsmith,Male,black or african american,@ozuna,Male,black or african american
7105,@willsmith,Male,black or african american,@postmalone,Male,white
7106,@willsmith,Male,black or african american,@shakira,Female,"hispanic, latino, or spanish origin"
7107,@willsmith,Male,black or african american,@shawnmendes,Male,white
7110,@willsmith,Male,black or african american,@xtina,Female,"hispanic, latino, or spanish origin"
7112,@wish_rathod,Female,asian,@afshanrooh,Female,"hispanic, latino, or spanish origin"
7114,@wish_rathod,Female,asian,@bhawnachuphal_,Unknown,asian
7120,@wish_rathod,Female,asian,@itstaylerholder,Male,white
7122,@wish_rathod,Female,asian,@nita_shilimkar,Female,asian
7123,@wish_rathod,Female,asian,@oye_indori,Male,asian
7126,@wish_rathod,Female,asian,@resh_jaiswal,Female,asian
7127,@wish_rathod,Female,asian,@rip__haters__official,Unknown,black or african american
7129,@wish_rathod,Female,asian,@sameeksha_sud,Female,asian
7131,@wish_rathod,Female,asian,@shravankumarkashyap,Male,black or african american
7186,@youneszarou,Male,"hispanic, latino, or spanish origin",@addisonre,Female,white
7188,@youneszarou,Male,"hispanic, latino, or spanish origin",@carodaur,Female,white
7189,@youneszarou,Male,"hispanic, latino, or spanish origin",@dixiedamelio,Female,white
7190,@youneszarou,Male,"hispanic, latino, or spanish origin",@gewitterimkopf,Male,white
7192,@youneszarou,Male,"hispanic, latino, or spanish origin",@jeromeboateng,Male,black or african american
7195,@youneszarou,Male,"hispanic, latino, or spanish origin",@lorengray,Female,white
7196,@youneszarou,Male,"hispanic, latino, or spanish origin",@luciano_loco030,Male,black or african american
7197,@youneszarou,Male,"hispanic, latino, or spanish origin",@marenwolf,Female,white
7214,@youneszarou,Male,"hispanic, latino, or spanish origin",@yvonnepferrer,Unknown,white
7240,@zachking,Male,asian,@boxboy,Male,white
7241,@zachking,Male,asian,@brentrivera,Male,white
7242,@zachking,Male,asian,@curtislepore,Male,white
7244,@zachking,Male,asian,@jamiezhu,Male,asian
7246,@zachking,Male,asian,@jonklaasen,Male,white
7247,@zachking,Male,asian,@jordi.koalitic,Male,asian
7248,@zachking,Male,asian,@kingbach,Male,black or african american
7251,@zachking,Male,asian,@lucagallone,Male,white
7252,@zachking,Male,asian,@markoterzo,Male,white
7254,@zachking,Male,asian,@munchie.michelle,Unknown,asian
7256,@zachking,Male,asian,@shinlimmagic,Male,asian
7259,@zachking,Male,asian,@stokestwins,Male,white
7260,@zachking,Male,asian,@thenelsonboys,Male,white
7262,@zachking,Male,asian,@xbazz,Male,asian
7263,@zoelaverne,Female,white,@.charli_takis,Male,"hispanic, latino, or spanish origin"
7264,@zoelaverne,Female,white,@.zoelqvernepemberton,Female,white
7270,@zoelaverne,Female,white,@confusedzoe,Female,white
7272,@zoelaverne,Female,white,@duhguk,Female,white
7275,@zoelaverne,Female,white,@k0uvr,Female,white
7276,@zoelaverne,Female,white,@kurt.bieberstein,Male,white
7279,@zoelaverne,Female,white,@lilhuddy,Male,white
